,AirT,AirCO2,AirRH,AirPAR,method
0,28.65,592.63,46.67,249.585,Human
1,30.17,589.03,45.45,392.91,Human
2,32.1,587.27,47.74,453.663,Human
3,32.03,587.99,51.71,510.888,Human
4,33.07,587.5,51.52,457.233,Human
5,33.17,588.52,50.51,447.36300000000006,Human
6,32.03,596.06,50.98,347.99100000000016,Human
7,29.49,604.97,55.2,240.954,Human
8,26.64,611.98,58.36,153.3,Human
9,24.13,617.47,62.16,113.484,Human
10,21.93,624.58,66.18,75.873,Human
11,20.62,621.86,68.04,75.62100000000002,Human
12,19.53,622.22,71.41,75.64200000000002,Human
13,18.23,631.69,78.6,75.60000000000002,Human
14,17.24,629.85,81.14,75.60000000000002,Human
15,16.47,629.93,82.14,75.55799999999998,Human
16,15.93,627.21,83.5,75.57900000000002,Human
17,15.31,634.71,87.23,75.60000000000002,Human
18,14.75,644.1,90.68,75.57900000000002,Human
19,14.38,648.56,92.82,75.57900000000002,Human
20,14.2,648.05,95.01,75.55799999999998,Human
21,15.51,616.25,91.89,84.48299999999998,Human
22,20.61,595.62,74.89,143.556,Human
23,20.48,600.97,70.04,144.69000000000003,Human
24,23.74,594.79,64.85,229.068,Human
25,28.09,582.3,57.13,324.9120000000001,Human
26,25.53,587.51,60.77,238.47600000000003,Human
27,22.79,593.84,65.07,196.95900000000003,Human
28,21.22,596.07,67.13,148.911,Human
29,18.74,597.13,78.81,99.834,Human
30,17.22,599.59,89.07,83.03399999999998,Human
31,16.54,603.15,94.23,78.12,Human
32,17.03,603.41,96.42,80.031,Human
33,16.98,609.01,96.06,76.65,Human
34,16.33,617.2,95.46,75.57900000000002,Human
35,15.59,622.34,95.53,75.55799999999998,Human
36,15.03,622.8,96.85,75.55799999999998,Human
37,14.83,626.82,97.11,75.55799999999998,Human
38,14.24,609.78,95.85,75.55799999999998,Human
39,13.58,601.2,95.94,75.55799999999998,Human
40,13.24,598.96,94.06,75.55799999999998,Human
41,13.32,598.66,90.39,75.55799999999998,Human
42,13.42,599.24,85.37,75.57900000000002,Human
43,12.82,600.37,86.25,75.53699999999998,Human
44,11.89,600.88,90.35,75.53699999999998,Human
45,12.69,592.19,90.69,78.66600000000003,Human
46,18.31,574.94,81.26,102.228,Human
47,24.94,564.59,63.52,200.235,Human
48,29.69,560.24,55.51,326.88599999999997,Human
49,31.5,558.52,55.39,455.301,Human
50,31.2,557.56,57.07,507.15,Human
51,31.91,560.08,59.23,649.341,Human
52,33.37,562.79,56.66,611.898,Human
53,35.13,561.08,54.25,547.974,Human
54,34.37,563.07,51.14,407.001,Human
55,31.92,569.48,52.02,306.747,Human
56,27.63,586.27,50.29,181.77599999999998,Human
57,24.73,600.04,49.0,127.596,Human
58,21.59,610.5,50.56,79.98899999999998,Human
59,18.45,639.01,68.03,75.60000000000002,Human
60,16.47,693.98,89.05,75.57900000000002,Human
61,15.19,723.93,91.3,75.55799999999998,Human
62,14.67,706.89,94.37,75.60000000000002,Human
63,14.59,657.06,95.63,75.57900000000002,Human
64,14.58,653.38,96.74,75.57900000000002,Human
65,14.96,630.22,93.65,75.57900000000002,Human
66,15.01,603.08,93.06,75.55799999999998,Human
67,14.94,596.87,92.34,75.60000000000002,Human
68,15.2,597.22,93.04,75.60000000000002,Human
69,15.54,579.16,95.13,75.57900000000002,Human
70,15.63,586.0,97.48,75.60000000000002,Human
71,16.07,580.55,98.92,76.797,Human
72,17.12,557.24,98.73,91.791,Human
73,19.62,498.9,94.96,144.417,Human
74,24.78,492.49,75.28,294.798,Human
75,27.15,489.86,67.13,490.014,Human
76,28.0,500.69,62.56,544.572,Human
77,27.61,506.0,62.87,401.31,Human
78,30.39,501.24,58.92,335.43300000000005,Human
79,25.29,523.69,61.64,255.46500000000003,Human
80,22.25,529.19,67.5,154.14,Human
81,19.2,529.66,80.09,106.932,Human
82,17.74,535.8,81.66,77.175,Human
83,16.01,535.09,85.79,75.57900000000002,Human
84,14.87,536.63,89.2,75.55799999999998,Human
85,14.13,538.44,90.71,75.55799999999998,Human
86,13.66,539.24,91.55,75.57900000000002,Human
87,13.38,537.97,92.23,75.53699999999998,Human
88,13.2,537.93,92.05,75.53699999999998,Human
89,13.02,539.81,92.98,75.55799999999998,Human
90,13.11,541.24,93.23,75.55799999999998,Human
91,13.22,541.4,92.78,75.55799999999998,Human
92,13.56,547.09,94.51,75.57900000000002,Human
93,14.88,544.63,96.9,83.391,Human
94,16.85,523.31,94.49,90.321,Human
95,18.38,510.73,91.66,117.978,Human
96,18.95,514.87,89.43,109.767,Human
97,18.74,518.12,90.28,106.869,Human
98,19.71,517.63,88.85,142.191,Human
99,23.21,525.52,75.81,190.89,Human
100,26.47,533.53,70.17,350.30100000000016,Human
101,29.73,537.31,62.03,388.038,Human
102,30.45,531.0,57.54,359.91900000000015,Human
103,28.82,532.49,59.37,258.594,Human
104,26.16,531.97,64.44,166.55100000000004,Human
105,22.81,535.71,71.18,104.66400000000002,Human
106,20.27,539.76,78.4,77.15400000000002,Human
107,18.06,553.42,87.19,75.57900000000002,Human
108,17.24,567.33,91.86,75.55799999999998,Human
109,16.71,586.2,95.68,75.516,Human
110,15.89,576.34,96.56,75.53699999999998,Human
111,14.54,595.82,96.25,75.53699999999998,Human
112,14.19,539.88,82.7,75.55799999999998,Human
113,13.01,562.98,89.26,75.53699999999998,Human
114,11.88,575.76,92.86,75.516,Human
115,11.27,602.29,96.04,75.516,Human
116,11.16,579.92,96.1,75.55799999999998,Human
117,12.81,535.26,94.62,78.51899999999998,Human
118,18.71,494.55,81.6,100.884,Human
119,25.84,503.04,60.01,195.615,Human
120,30.86,499.49,50.48,319.89300000000014,Human
121,32.41,500.37,50.5,459.48,Human
122,31.75,496.2,53.78,484.617,Human
123,31.56,500.98,55.21,631.827,Human
124,32.59,500.86,54.46,519.729,Human
125,33.4,505.41,51.86,501.963,Human
126,33.15,507.37,50.3,379.848,Human
127,31.64,507.84,51.37,281.022,Human
128,26.99,518.42,61.58,179.40300000000005,Human
129,22.44,530.54,61.59,104.706,Human
130,20.28,537.21,61.71,78.54,Human
131,17.98,559.97,71.55,75.57900000000002,Human
132,16.07,611.15,89.22,75.55799999999998,Human
133,15.04,654.47,94.52,75.60000000000002,Human
134,14.35,667.91,94.75,75.516,Human
135,13.64,675.52,95.0,75.55799999999998,Human
136,13.2,691.24,96.06,75.55799999999998,Human
137,12.88,704.12,96.58,75.516,Human
138,12.62,712.75,97.22,75.53699999999998,Human
139,12.61,722.75,98.32,75.55799999999998,Human
140,13.11,704.31,99.27,75.55799999999998,Human
141,14.38,645.92,98.61,81.52199999999998,Human
142,18.98,563.83,89.12,121.8,Human
143,25.0,553.56,68.77,193.53599999999997,Human
144,31.17,551.61,56.08,304.311,Human
145,33.95,529.21,51.51,425.41800000000006,Human
146,34.33,515.94,53.1,434.42699999999996,Human
147,33.57,508.24,56.76,587.1179999999998,Human
148,34.25,511.48,55.5,479.32500000000016,Human
149,35.34,506.91,52.51,502.59300000000013,Human
150,35.35,504.11,49.71,348.81,Human
151,31.02,507.23,54.35,251.937,Human
152,27.81,520.92,53.35,160.41899999999995,Human
153,24.54,532.06,54.24,101.451,Human
154,21.46,547.57,60.92,75.95700000000002,Human
155,18.55,605.86,78.24,75.55799999999998,Human
156,16.76,660.69,88.45,75.57900000000002,Human
157,15.86,695.46,93.33,75.60000000000002,Human
158,15.17,711.81,94.17,75.57900000000002,Human
159,14.66,720.27,94.44,75.55799999999998,Human
160,14.47,720.48,95.05,75.57900000000002,Human
161,13.76,704.2,94.92,75.55799999999998,Human
162,13.29,690.22,95.91,75.57900000000002,Human
163,12.98,701.23,97.11,75.55799999999998,Human
164,12.99,675.71,97.81,75.53699999999998,Human
165,14.64,619.67,97.57,80.09400000000002,Human
166,20.3,565.38,85.94,108.675,Human
167,27.51,570.13,64.25,191.436,Human
168,33.87,578.49,54.28,299.439,Human
169,33.6,571.09,57.08,333.01800000000014,Human
170,34.49,518.66,56.23,470.337,Human
171,34.88,500.99,55.23,555.1139999999998,Human
172,35.51,496.75,55.03,473.52900000000005,Human
173,35.51,497.77,54.12,438.963,Human
